Date | 5/22/2019 9:38:49 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 184 level(s)...   
Date | 5/21/2019 6:02:26 PM   Msg | [ENCOUNTER] You successfully caught Carvanha!   
Date | 5/21/2019 6:02:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 5/21/2019 6:02:26 AM   Msg | [ENCOUNTER] You successfully caught Maractus!   
Date | 5/21/2019 6:01:27 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:01:10 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 112 level(s)...   
Date | 5/21/2019 6:00:53 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 65sec   
Date | 5/21/2019 6:00:53 PM   Msg | [ENCOUNTER] You successfully caught Groudon!   
Date | 5/21/2019 6:00:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 6:00:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 80sec   
Date | 5/21/2019 6:00:14 AM   Msg | [ENCOUNTER] You successfully caught Wormadam!   
Date | 5/21/2019 5:59:48 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:59:47 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 150sec   
Date | 5/21/2019 5:59:47 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 5:58:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:58:45 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 68sec   
Date | 5/21/2019 5:58:45 AM   Msg | [ENCOUNTER] You successfully caught Bidoof!   
Date | 5/21/2019 5:57:36 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:57:16 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:56:55 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 111 level(s)...   
Date | 5/21/2019 5:56:19 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 110 level(s)...   
Date | 5/21/2019 5:55:42 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 109 level(s)...   
Date | 5/21/2019 5:55:24 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 55sec   
Date | 5/21/2019 5:55:24 PM   Msg | [ENCOUNTER] You successfully caught Slakoth!   
Date | 5/21/2019 5:55:06 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 103sec   
Date | 5/21/2019 5:55:06 AM   Msg | [ENCOUNTER] You successfully caught Gothita!   
Date | 5/21/2019 5:54:28 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:54:10 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 108 level(s)...   
Date | 5/21/2019 5:53:43 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 7sec   
Date | 5/21/2019 5:53:43 PM   Msg | [ENCOUNTER] You successfully caught Oddish!   
Date | 5/21/2019 5:53:35 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:53:24 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 107 level(s)...   
Date | 5/21/2019 5:53:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:53:18 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 14sec   
Date | 5/21/2019 5:53:18 PM   Msg | [ENCOUNTER] You successfully caught Tentacool!   
Date | 5/21/2019 5:53:03 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:52:53 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 18sec   
Date | 5/21/2019 5:52:53 PM   Msg | [ENCOUNTER] You successfully caught Muk!   
Date | 5/21/2019 5:52:42 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 79sec   
Date | 5/21/2019 5:52:42 AM   Msg | [ENCOUNTER] You successfully caught Buneary!   
Date | 5/21/2019 5:52:34 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:52:16 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 106 level(s)...   
Date | 5/21/2019 5:51:59 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 5/21/2019 5:51:59 PM   Msg | [ENCOUNTER] You successfully caught Ferroseed!   
Date | 5/21/2019 5:51:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:50:14 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:50:07 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 15sec   
Date | 5/21/2019 5:50:07 PM   Msg | [ENCOUNTER] You successfully caught Rapidash!   
Date | 5/21/2019 5:49:51 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:49:45 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 34sec   
Date | 5/21/2019 5:49:45 PM   Msg | [ENCOUNTER] You successfully caught Marill!   
Date | 5/21/2019 5:49:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 76sec   
Date | 5/21/2019 5:49:14 AM   Msg | [ENCOUNTER] You successfully caught Floatzel!   
Date | 5/21/2019 5:49:10 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:49:01 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 5:49:01 PM   Msg | [ENCOUNTER] You successfully caught Camerupt!   
Date | 5/21/2019 5:48:03 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:47:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:47:47 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 105 level(s)...   
Date | 5/21/2019 5:47:16 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 104 level(s)...   
Date | 5/21/2019 5:46:46 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 103 level(s)...   
Date | 5/21/2019 5:46:35 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 51sec   
Date | 5/21/2019 5:46:35 PM   Msg | [ENCOUNTER] You successfully caught Gardevoir!   
Date | 5/21/2019 5:46:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 87sec   
Date | 5/21/2019 5:46:35 AM   Msg | [ENCOUNTER] You successfully caught Magnezone!   
Date | 5/21/2019 5:45:44 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:45:26 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 102 level(s)...   
Date | 5/21/2019 5:45:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:45:00 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 101 level(s)...   
Date | 5/21/2019 5:44:31 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 100 level(s)...   
Date | 5/21/2019 5:44:19 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 15sec   
Date | 5/21/2019 5:44:19 PM   Msg | [ENCOUNTER] You successfully caught Graveler!   
Date | 5/21/2019 5:44:04 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:43:53 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 99 level(s)...   
Date | 5/21/2019 5:43:51 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 30sec   
Date | 5/21/2019 5:43:51 PM   Msg | [ENCOUNTER] You successfully caught Ariados!   
Date | 5/21/2019 5:43:20 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:43:00 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 98 level(s)...   
Date | 5/21/2019 5:42:41 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 115sec   
Date | 5/21/2019 5:42:41 PM   Msg | [ENCOUNTER] You successfully caught Klinklang!   
Date | 5/21/2019 5:42:25 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 37sec   
Date | 5/21/2019 5:42:25 AM   Msg | [ENCOUNTER] You successfully caught Unown!   
Date | 5/21/2019 5:41:48 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:41:33 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 33sec   
Date | 5/21/2019 5:41:33 AM   Msg | [ENCOUNTER] You successfully caught Sunkern!   
Date | 5/21/2019 5:40:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:40:45 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:40:39 PM   Msg | [INFO] Bot started...   
Date | 5/21/2019 5:40:16 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 5/21/2019 5:40:16 AM   Msg | [ENCOUNTER] You successfully caught Whismur!   
Date | 5/21/2019 5:39:26 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:38:33 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 109sec   
Date | 5/21/2019 5:38:33 AM   Msg | [ENCOUNTER] You successfully caught Emolga!   
Date | 5/21/2019 5:38:28 PM   Msg | [INFO] Bot stopped...   
Date | 5/21/2019 5:38:25 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 106sec   
Date | 5/21/2019 5:38:25 PM   Msg | [ENCOUNTER] You successfully caught Beartic!   
Date | 5/21/2019 5:36:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:36:38 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:36:32 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 92sec   
Date | 5/21/2019 5:36:32 PM   Msg | [ENCOUNTER] You successfully caught Audino!   
Date | 5/21/2019 5:35:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 54sec   
Date | 5/21/2019 5:35:40 AM   Msg | [ENCOUNTER] You successfully caught Numel!   
Date | 5/21/2019 5:35:00 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:34:45 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:34:20 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 71sec   
Date | 5/21/2019 5:34:20 AM   Msg | [ENCOUNTER] You successfully caught Budew!   
Date | 5/21/2019 5:33:45 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 39sec   
Date | 5/21/2019 5:33:45 PM   Msg | [ENCOUNTER] You successfully caught Ursaring!   
Date | 5/21/2019 5:33:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:33:06 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:33:00 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 59sec   
Date | 5/21/2019 5:33:00 PM   Msg | [ENCOUNTER] You successfully caught Crawdaunt!   
Date | 5/21/2019 5:32:00 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:31:02 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 112sec   
Date | 5/21/2019 5:31:02 PM   Msg | [ENCOUNTER] You successfully caught Bouffalant!   
Date | 5/21/2019 5:30:45 AM   Msg | [ENCOUNTER] You successfully caught Drifblim!   
Date | 5/21/2019 5:30:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 74sec   
Date | 5/21/2019 5:29:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:29:09 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:28:32 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 122sec   
Date | 5/21/2019 5:28:32 AM   Msg | [ENCOUNTER] You successfully caught Scatterbug!   
Date | 5/21/2019 5:28:14 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 54sec   
Date | 5/21/2019 5:28:14 PM   Msg | [ENCOUNTER] You successfully caught Skitty!   
Date | 5/21/2019 5:27:20 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:26:43 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 5/21/2019 5:26:43 PM   Msg | [ENCOUNTER] You successfully caught Archeops!   
Date | 5/21/2019 5:26:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:25:18 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 88sec   
Date | 5/21/2019 5:25:18 AM   Msg | [ENCOUNTER] You successfully caught Simipour!   
Date | 5/21/2019 5:24:57 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:23:55 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 19sec   
Date | 5/21/2019 5:23:55 PM   Msg | [ENCOUNTER] You successfully caught Exeggcute!   
Date | 5/21/2019 5:23:50 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:23:35 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:23:14 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 124sec   
Date | 5/21/2019 5:23:14 PM   Msg | [ENCOUNTER] You successfully caught Aurorus!   
Date | 5/21/2019 5:21:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 5/21/2019 5:21:34 AM   Msg | [ENCOUNTER] You successfully caught Tympole!   
Date | 5/21/2019 5:21:10 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:19:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:19:45 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 71sec   
Date | 5/21/2019 5:19:45 AM   Msg | [ENCOUNTER] You successfully caught Luxray!   
Date | 5/21/2019 5:19:22 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 44sec   
Date | 5/21/2019 5:19:22 PM   Msg | [ENCOUNTER] You successfully caught Magby!   
Date | 5/21/2019 5:18:37 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:18:34 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:18:08 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 144sec   
Date | 5/21/2019 5:18:08 PM   Msg | [ENCOUNTER] You successfully caught Salandit!   
Date | 5/21/2019 5:16:02 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 5/21/2019 5:16:02 AM   Msg | [ENCOUNTER] You successfully caught Bonsly!   
Date | 5/21/2019 5:15:44 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:15:20 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 60sec   
Date | 5/21/2019 5:15:20 PM   Msg | [ENCOUNTER] You successfully caught Crawdaunt!   
Date | 5/21/2019 5:14:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:14:36 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 143sec   
Date | 5/21/2019 5:14:36 AM   Msg | [ENCOUNTER] You successfully caught Grubbin!   
Date | 5/21/2019 5:14:19 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:13:35 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 114sec   
Date | 5/21/2019 5:13:35 PM   Msg | [ENCOUNTER] You successfully caught Hydreigon!   
Date | 5/21/2019 5:12:13 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:11:40 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:11:18 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 82sec   
Date | 5/21/2019 5:11:18 PM   Msg | [ENCOUNTER] You successfully caught Hippowdon!   
Date | 5/21/2019 5:11:06 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 21sec   
Date | 5/21/2019 5:11:06 AM   Msg | [ENCOUNTER] You successfully caught Horsea!   
Date | 5/21/2019 5:10:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:09:55 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:09:49 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 38sec   
Date | 5/21/2019 5:09:49 AM   Msg | [ENCOUNTER] You successfully caught Girafarig!   
Date | 5/21/2019 5:09:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:08:51 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 5/21/2019 5:08:51 AM   Msg | [ENCOUNTER] You successfully caught Metapod!   
Date | 5/21/2019 5:08:48 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:07:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 40sec   
Date | 5/21/2019 5:07:47 AM   Msg | [ENCOUNTER] You successfully caught Heracross!   
Date | 5/21/2019 5:07:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:07:03 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 99sec   
Date | 5/21/2019 5:07:03 AM   Msg | [ENCOUNTER] You successfully caught Carracosta!   
Date | 5/21/2019 5:06:06 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 69sec   
Date | 5/21/2019 5:06:06 PM   Msg | [ENCOUNTER] You successfully caught Swablu!   
Date | 5/21/2019 5:05:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:04:57 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:04:25 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 5sec   
Date | 5/21/2019 5:04:25 AM   Msg | [ENCOUNTER] You successfully caught Sandslash!   
Date | 5/21/2019 5:04:21 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 110sec   
Date | 5/21/2019 5:04:21 PM   Msg | [ENCOUNTER] You successfully caught Litleo!   
Date | 5/21/2019 5:04:20 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:04:16 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 13sec   
Date | 5/21/2019 5:04:16 AM   Msg | [ENCOUNTER] You successfully caught Weepinbell!   
Date | 5/21/2019 5:04:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:03:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 36sec   
Date | 5/21/2019 5:03:53 AM   Msg | [ENCOUNTER] You successfully caught Forretress!   
Date | 5/21/2019 5:03:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:02:48 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 119sec   
Date | 5/21/2019 5:02:48 AM   Msg | [ENCOUNTER] You successfully caught Carbink!   
Date | 5/21/2019 5:02:31 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:01:39 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 121sec   
Date | 5/21/2019 5:01:39 PM   Msg | [ENCOUNTER] You successfully caught Aurorus!   
Date | 5/21/2019 5:00:48 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 5:00:05 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 112sec   
Date | 5/21/2019 5:00:05 AM   Msg | [ENCOUNTER] You successfully caught Lampent!   
Date | 5/21/2019 4:59:38 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:58:31 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 96sec   
Date | 5/21/2019 4:58:31 PM   Msg | [ENCOUNTER] You successfully caught Swoobat!   
Date | 5/21/2019 4:58:13 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:56:55 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:56:55 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 4sec   
Date | 5/21/2019 4:56:55 AM   Msg | [ENCOUNTER] You successfully caught Ekans!   
Date | 5/21/2019 4:56:51 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:56:49 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 41sec   
Date | 5/21/2019 4:56:49 PM   Msg | [ENCOUNTER] You successfully caught Remoraid!   
Date | 5/21/2019 4:56:07 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:55:49 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 145sec   
Date | 5/21/2019 4:55:49 PM   Msg | [ENCOUNTER] You successfully caught Grubbin!   
Date | 5/21/2019 4:54:30 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 56sec   
Date | 5/21/2019 4:54:30 AM   Msg | [ENCOUNTER] You successfully caught Lunatone!   
Date | 5/21/2019 4:53:34 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:53:23 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:52:47 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 133sec   
Date | 5/21/2019 4:52:47 PM   Msg | [ENCOUNTER] You successfully caught Mudsdale!   
Date | 5/21/2019 4:52:42 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 24sec   
Date | 5/21/2019 4:52:42 AM   Msg | [ENCOUNTER] You successfully caught Jynx!   
Date | 5/21/2019 4:52:18 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:52:09 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 100sec   
Date | 5/21/2019 4:52:09 AM   Msg | [ENCOUNTER] You successfully caught Petilil!   
Date | 5/21/2019 4:50:33 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:50:29 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:50:27 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 133sec   
Date | 5/21/2019 4:50:27 PM   Msg | [ENCOUNTER] You successfully caught Mareanie!   
Date | 5/21/2019 4:49:42 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 114sec   
Date | 5/21/2019 4:49:42 AM   Msg | [ENCOUNTER] You successfully caught Hydreigon!   
Date | 5/21/2019 4:48:14 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:47:48 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:47:37 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 137sec   
Date | 5/21/2019 4:47:37 PM   Msg | [ENCOUNTER] You successfully caught Cutiefly!   
Date | 5/21/2019 4:45:42 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 5/21/2019 4:45:42 AM   Msg | [ENCOUNTER] You successfully caught Gastly!   
Date | 5/21/2019 4:45:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:45:20 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:45:06 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 35sec   
Date | 5/21/2019 4:45:06 PM   Msg | [ENCOUNTER] You successfully caught Pineco!   
Date | 5/21/2019 4:44:31 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:44:21 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 19sec   
Date | 5/21/2019 4:44:21 PM   Msg | [ENCOUNTER] You successfully caught Staryu!   
Date | 5/21/2019 4:44:01 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:44:00 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 22sec   
Date | 5/21/2019 4:44:00 PM   Msg | [ENCOUNTER] You successfully caught Staryu!   
Date | 5/21/2019 4:43:37 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:43:19 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 31sec   
Date | 5/21/2019 4:43:19 AM   Msg | [ENCOUNTER] You successfully caught Igglybuff!   
Date | 5/21/2019 4:42:56 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 129sec   
Date | 5/21/2019 4:42:56 PM   Msg | [ENCOUNTER] You successfully caught Clauncher!   
Date | 5/21/2019 4:42:47 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:42:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 93sec   
Date | 5/21/2019 4:42:44 AM   Msg | [ENCOUNTER] You successfully caught Tympole!   
Date | 5/21/2019 4:41:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:40:46 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:40:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 108sec   
Date | 5/21/2019 4:40:36 PM   Msg | [ENCOUNTER] You successfully caught Klink!   
Date | 5/21/2019 4:40:05 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 116sec   
Date | 5/21/2019 4:40:05 AM   Msg | [ENCOUNTER] You successfully caught Skiddo!   
Date | 5/21/2019 4:38:47 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:38:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 12sec   
Date | 5/21/2019 4:38:36 PM   Msg | [ENCOUNTER] You successfully caught Poliwag!   
Date | 5/21/2019 4:38:24 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:38:08 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:37:59 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 63sec   
Date | 5/21/2019 4:37:59 PM   Msg | [ENCOUNTER] You successfully caught Kecleon!   
Date | 5/21/2019 4:36:56 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:36:52 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 5/21/2019 4:36:52 AM   Msg | [ENCOUNTER] You successfully caught Gothita!   
Date | 5/21/2019 4:36:00 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 67sec   
Date | 5/21/2019 4:36:00 PM   Msg | [ENCOUNTER] You successfully caught Bidoof!   
Date | 5/21/2019 4:35:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:34:53 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:34:35 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 82sec   
Date | 5/21/2019 4:34:35 PM   Msg | [ENCOUNTER] You successfully caught Mime Jr.!   
Date | 5/21/2019 4:33:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 40sec   
Date | 5/21/2019 4:33:34 AM   Msg | [ENCOUNTER] You successfully caught Sneasel!   
Date | 5/21/2019 4:33:13 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:32:54 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:32:45 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 13sec   
Date | 5/21/2019 4:32:45 AM   Msg | [ENCOUNTER] You successfully caught Machop!   
Date | 5/21/2019 4:32:32 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:31:40 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 33sec   
Date | 5/21/2019 4:31:40 PM   Msg | [ENCOUNTER] You successfully caught Togetic!   
Date | 5/21/2019 4:31:37 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 47sec   
Date | 5/21/2019 4:31:37 AM   Msg | [ENCOUNTER] You successfully caught Lotad!   
Date | 5/21/2019 4:31:06 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:30:50 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:30:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 131sec   
Date | 5/21/2019 4:30:35 AM   Msg | [ENCOUNTER] You successfully caught Fletchinder!   
Date | 5/21/2019 4:30:22 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 89sec   
