Date | 6/5/2019 8:34:48 AM   Msg | [INFO] Bot stopped...   
Date | 6/5/2019 2:21:12 AM   Msg | [ENCOUNTER] You successfully caught Clauncher!   
Date | 6/5/2019 2:19:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:18:42 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 69sec   
Date | 6/5/2019 2:18:42 AM   Msg | [ENCOUNTER] You successfully caught Drifloon!   
Date | 6/5/2019 2:17:32 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:16:42 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 41sec   
Date | 6/5/2019 2:16:42 AM   Msg | [ENCOUNTER] You successfully caught Combusken!   
Date | 6/5/2019 2:16:00 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:15:56 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 16sec   
Date | 6/5/2019 2:15:56 AM   Msg | [ENCOUNTER] You successfully caught Magnemite!   
Date | 6/5/2019 2:15:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:14:08 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 87sec   
Date | 6/5/2019 2:14:08 AM   Msg | [ENCOUNTER] You successfully caught Vanillite!   
Date | 6/5/2019 2:12:41 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:12:13 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 54sec   
Date | 6/5/2019 2:12:13 AM   Msg | [ENCOUNTER] You successfully caught Clamperl!   
Date | 6/5/2019 2:11:19 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:11:10 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 38sec   
Date | 6/5/2019 2:11:10 AM   Msg | [ENCOUNTER] You successfully caught Swinub!   
Date | 6/5/2019 2:10:32 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:10:23 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 6/5/2019 2:10:23 AM   Msg | [ENCOUNTER] You successfully caught Delcatty!   
Date | 6/5/2019 2:09:33 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:08:00 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 2:08:00 AM   Msg | [ENCOUNTER] You successfully caught Roggenrola!   
Date | 6/5/2019 2:06:38 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:06:07 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 19sec   
Date | 6/5/2019 2:06:07 AM   Msg | [ENCOUNTER] You successfully caught Exeggutor!   
Date | 6/5/2019 2:05:47 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:05:17 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 7sec   
Date | 6/5/2019 2:05:17 AM   Msg | [ENCOUNTER] You successfully caught Venonat!   
Date | 6/5/2019 2:05:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:03:41 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 6/5/2019 2:03:41 AM   Msg | [ENCOUNTER] You successfully caught Pancham!   
Date | 6/5/2019 2:01:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:01:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 9sec   
Date | 6/5/2019 2:01:44 AM   Msg | [ENCOUNTER] You successfully caught Psyduck!   
Date | 6/5/2019 2:01:34 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:00:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 80sec   
Date | 6/5/2019 2:00:44 AM   Msg | [ENCOUNTER] You successfully caught Zebstrika!   
Date | 6/5/2019 12:59:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 11sec   
Date | 6/5/2019 12:59:12 AM   Msg | [ENCOUNTER] You successfully caught Poliwag!   
Date | 6/5/2019 12:59:01 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:56:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 12:56:47 AM   Msg | [ENCOUNTER] You successfully caught Gurdurr!   
Date | 6/5/2019 12:55:25 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:54:24 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 39sec   
Date | 6/5/2019 12:54:24 AM   Msg | [ENCOUNTER] You successfully caught Pupitar!   
Date | 6/5/2019 12:53:45 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:51:24 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 6/5/2019 12:51:24 AM   Msg | [ENCOUNTER] You successfully caught Grimer!   
Date | 6/5/2019 12:51:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:50:46 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 16sec   
Date | 6/5/2019 12:50:46 AM   Msg | [ENCOUNTER] You successfully caught Cloyster!   
Date | 6/5/2019 12:50:29 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:49:42 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 7sec   
Date | 6/5/2019 12:49:42 AM   Msg | [ENCOUNTER] You successfully caught Oddish!   
Date | 6/5/2019 12:49:35 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:49:02 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 107sec   
Date | 6/5/2019 12:49:02 AM   Msg | [ENCOUNTER] You successfully caught Helioptile!   
Date | 6/5/2019 12:47:14 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:45:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 6/5/2019 12:45:21 AM   Msg | [ENCOUNTER] You successfully caught Rattata!   
Date | 6/5/2019 12:45:18 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:45:04 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 46sec   
Date | 6/5/2019 12:45:04 AM   Msg | [ENCOUNTER] You successfully caught Ralts!   
Date | 6/5/2019 12:44:51 PM   Msg | [INFO] Bot stopped...   
Date | 6/5/2019 12:44:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:44:02 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 35sec   
Date | 6/5/2019 12:44:02 AM   Msg | [ENCOUNTER] You successfully caught Dunsparce!   
Date | 6/5/2019 12:43:45 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 67 level(s)...   
Date | 6/5/2019 12:43:27 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:43:22 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 65sec   
Date | 6/5/2019 12:43:22 PM   Msg | [ENCOUNTER] You successfully caught Cherubi!   
Date | 6/5/2019 12:42:16 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:42:02 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 6/5/2019 12:42:02 AM   Msg | [ENCOUNTER] You successfully caught Fletchling!   
Date | 6/5/2019 12:41:09 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 66 level(s)...   
Date | 6/5/2019 12:40:20 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:40:11 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 33sec   
Date | 6/5/2019 12:40:11 AM   Msg | [ENCOUNTER] You successfully caught Slowking!   
Date | 6/5/2019 12:39:50 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 65 level(s)...   
Date | 6/5/2019 12:39:43 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 6/5/2019 12:39:43 PM   Msg | [ENCOUNTER] You successfully caught Cloyster!   
Date | 6/5/2019 12:39:37 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:39:28 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 63sec   
Date | 6/5/2019 12:39:28 AM   Msg | [ENCOUNTER] You successfully caught Cherubi!   
Date | 6/5/2019 12:39:25 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:38:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:38:15 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 64 level(s)...   
Date | 6/5/2019 12:37:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 48sec   
Date | 6/5/2019 12:37:44 AM   Msg | [ENCOUNTER] You successfully caught Slaking!   
Date | 6/5/2019 12:36:55 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 63 level(s)...   
Date | 6/5/2019 12:36:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:35:36 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 127sec   
Date | 6/5/2019 12:35:36 AM   Msg | [ENCOUNTER] You successfully caught Sandygast!   
Date | 6/5/2019 12:35:33 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 62 level(s)...   
Date | 6/5/2019 12:34:14 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 61 level(s)...   
Date | 6/5/2019 12:34:05 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 108sec   
Date | 6/5/2019 12:34:05 PM   Msg | [ENCOUNTER] You successfully caught Honedge!   
Date | 6/5/2019 12:33:29 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:32:16 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:31:49 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 11sec   
Date | 6/5/2019 12:31:49 AM   Msg | [ENCOUNTER] You successfully caught Poliwhirl!   
Date | 6/5/2019 12:31:38 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:31:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 22sec   
Date | 6/5/2019 12:31:14 AM   Msg | [ENCOUNTER] You successfully caught Horsea!   
Date | 6/5/2019 12:31:09 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 60 level(s)...   
Date | 6/5/2019 12:30:52 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:30:32 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 75sec   
Date | 6/5/2019 12:30:32 PM   Msg | [ENCOUNTER] You successfully caught Carnivine!   
Date | 6/5/2019 12:30:22 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 49sec   
Date | 6/5/2019 12:30:22 AM   Msg | [ENCOUNTER] You successfully caught Wingull!   
Date | 6/5/2019 12:29:32 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:29:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:29:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 53sec   
Date | 6/5/2019 12:29:01 AM   Msg | [ENCOUNTER] You successfully caught Nincada!   
Date | 6/5/2019 12:28:47 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 59 level(s)...   
Date | 6/5/2019 12:28:08 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:28:04 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 101sec   
Date | 6/5/2019 12:28:04 AM   Msg | [ENCOUNTER] You successfully caught Dedenne!   
Date | 6/5/2019 12:26:31 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 73sec   
Date | 6/5/2019 12:26:31 PM   Msg | [ENCOUNTER] You successfully caught Finneon!   
Date | 6/5/2019 12:26:22 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:25:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:24:59 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 58 level(s)...   
Date | 6/5/2019 12:23:40 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 57 level(s)...   
Date | 6/5/2019 12:23:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 6/5/2019 12:23:29 AM   Msg | [ENCOUNTER] You successfully caught Delcatty!   
Date | 6/5/2019 12:22:39 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:22:27 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 56 level(s)...   
Date | 6/5/2019 12:21:44 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 111sec   
Date | 6/5/2019 12:21:44 PM   Msg | [ENCOUNTER] You successfully caught Phantump!   
Date | 6/5/2019 12:20:49 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 69sec   
Date | 6/5/2019 12:20:49 AM   Msg | [ENCOUNTER] You successfully caught Honchkrow!   
Date | 6/5/2019 12:19:52 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:19:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:19:30 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 55 level(s)...   
Date | 6/5/2019 12:18:26 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 54 level(s)...   
Date | 6/5/2019 12:18:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 96sec   
Date | 6/5/2019 12:18:21 AM   Msg | [ENCOUNTER] You successfully caught Litwick!   
Date | 6/5/2019 12:17:16 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 53 level(s)...   
Date | 6/5/2019 12:16:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:16:41 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 103sec   
Date | 6/5/2019 12:16:41 PM   Msg | [ENCOUNTER] You successfully caught Espurr!   
Date | 6/5/2019 12:16:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 100sec   
Date | 6/5/2019 12:16:01 AM   Msg | [ENCOUNTER] You successfully caught Slurpuff!   
Date | 6/5/2019 12:14:57 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:14:29 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 52 level(s)...   
Date | 6/5/2019 12:14:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:14:08 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 123sec   
Date | 6/5/2019 12:14:08 PM   Msg | [ENCOUNTER] You successfully caught Bounsweet!   
Date | 6/5/2019 12:12:32 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 88sec   
Date | 6/5/2019 12:12:32 AM   Msg | [ENCOUNTER] You successfully caught Yamask!   
Date | 6/5/2019 12:12:04 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:11:25 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 51 level(s)...   
Date | 6/5/2019 12:11:03 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:10:23 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 50 level(s)...   
Date | 6/5/2019 12:10:19 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 84sec   
Date | 6/5/2019 12:10:19 AM   Msg | [ENCOUNTER] You successfully caught Krokorok!   
Date | 6/5/2019 12:09:19 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 49 level(s)...   
Date | 6/5/2019 12:08:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:08:26 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 48 level(s)...   
Date | 6/5/2019 12:07:35 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 121sec   
Date | 6/5/2019 12:07:35 PM   Msg | [ENCOUNTER] You successfully caught Stufful!   
Date | 6/5/2019 12:07:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 65sec   
Date | 6/5/2019 12:07:26 AM   Msg | [ENCOUNTER] You successfully caught Pachirisu!   
Date | 6/5/2019 12:06:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:06:00 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 12:06:00 AM   Msg | [ENCOUNTER] You successfully caught Venipede!   
Date | 6/5/2019 12:05:34 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:05:21 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 47 level(s)...   
Date | 6/5/2019 12:04:39 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:04:21 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 46 level(s)...   
Date | 6/5/2019 12:03:52 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 63sec   
Date | 6/5/2019 12:03:52 AM   Msg | [ENCOUNTER] You successfully caught Luxio!   
Date | 6/5/2019 12:03:24 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 45 level(s)...   
Date | 6/5/2019 12:02:48 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 12:02:27 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 44 level(s)...   
Date | 6/5/2019 12:01:38 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 43 level(s)...   
Date | 6/5/2019 12:01:28 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 12:01:28 PM   Msg | [ENCOUNTER] You successfully caught Servine!   
Date | 6/5/2019 12:01:10 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 103sec   
Date | 6/5/2019 12:01:10 AM   Msg | [ENCOUNTER] You successfully caught Meowstic!   
Date | 6/5/2019 12:00:07 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 11:59:20 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 42 level(s)...   
Date | 6/5/2019 11:56:37 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 41 level(s)...   
Date | 6/5/2019 11:55:57 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 40 level(s)...   
Date | 6/5/2019 11:55:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 124sec   
Date | 6/5/2019 11:55:21 AM   Msg | [ENCOUNTER] You successfully caught Togedemaru!   
Date | 6/5/2019 11:53:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 11:53:09 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 39 level(s)...   
Date | 6/5/2019 11:52:51 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 53sec   
Date | 6/5/2019 11:52:51 AM   Msg | [ENCOUNTER] You successfully caught Illumise!   
Date | 6/5/2019 11:51:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 11:51:27 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 38 level(s)...   
Date | 6/5/2019 11:50:48 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 37 level(s)...   
Date | 6/5/2019 11:50:07 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 36 level(s)...   
Date | 6/5/2019 11:50:03 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 73sec   
Date | 6/5/2019 11:50:03 AM   Msg | [ENCOUNTER] You successfully caught Buneary!   
Date | 6/5/2019 11:48:50 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 11:48:10 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 35 level(s)...   
Date | 6/5/2019 11:47:33 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 72sec   
Date | 6/5/2019 11:47:33 AM   Msg | [ENCOUNTER] You successfully caught Hippopotas!   
Date | 6/5/2019 11:46:20 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 11:46:17 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 34 level(s)...   
Date | 6/5/2019 11:45:33 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 33 level(s)...   
Date | 6/5/2019 11:45:01 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 32 level(s)...   
Date | 6/5/2019 11:44:21 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 31 level(s)...   
Date | 6/5/2019 11:43:16 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 30 level(s)...   
Date | 6/5/2019 11:42:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 108sec   
Date | 6/5/2019 11:42:53 AM   Msg | [ENCOUNTER] You successfully caught Meowstic!   
Date | 6/5/2019 11:41:04 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 11:40:57 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 29 level(s)...   
Date | 6/5/2019 11:40:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 6/5/2019 11:40:44 AM   Msg | [ENCOUNTER] You successfully caught Rattata!   
Date | 6/5/2019 11:40:42 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 11:40:21 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 28 level(s)...   
Date | 6/5/2019 11:39:48 AM   Msg | [INFO] Bot started...   
Date | 6/5/2019 1:59:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:59:03 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 6/5/2019 1:59:03 AM   Msg | [ENCOUNTER] You successfully caught Frillish!   
Date | 6/5/2019 1:57:29 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:56:10 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 6/5/2019 1:56:10 AM   Msg | [ENCOUNTER] You successfully caught Shuppet!   
Date | 6/5/2019 1:55:13 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:54:58 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 4sec   
Date | 6/5/2019 1:54:58 AM   Msg | [ENCOUNTER] You successfully caught Nidoran!   
Date | 6/5/2019 1:54:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:52:39 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 37sec   
Date | 6/5/2019 1:52:39 AM   Msg | [ENCOUNTER] You successfully caught Sneasel!   
Date | 6/5/2019 1:52:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:50:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 23sec   
Date | 6/5/2019 1:50:40 AM   Msg | [ENCOUNTER] You successfully caught Ditto!   
Date | 6/5/2019 1:50:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:49:50 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 53sec   
Date | 6/5/2019 1:49:50 AM   Msg | [ENCOUNTER] You successfully caught Trapinch!   
Date | 6/5/2019 1:48:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:48:16 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 69sec   
Date | 6/5/2019 1:48:16 AM   Msg | [ENCOUNTER] You successfully caught Happiny!   
Date | 6/5/2019 1:47:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:44:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 35sec   
Date | 6/5/2019 1:44:53 AM   Msg | [ENCOUNTER] You successfully caught Steelix!   
Date | 6/5/2019 1:44:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:43:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 70sec   
Date | 6/5/2019 1:43:40 AM   Msg | [ENCOUNTER] You successfully caught Buneary!   
Date | 6/5/2019 1:42:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:42:02 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 54sec   
Date | 6/5/2019 1:42:02 AM   Msg | [ENCOUNTER] You successfully caught Roselia!   
Date | 6/5/2019 1:41:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:37:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 79sec   
Date | 6/5/2019 1:37:44 AM   Msg | [ENCOUNTER] You successfully caught Purrloin!   
Date | 6/5/2019 1:36:25 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:35:57 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 72sec   
Date | 6/5/2019 1:35:57 AM   Msg | [ENCOUNTER] You successfully caught Electivire!   
Date | 6/5/2019 1:34:45 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:34:41 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 80sec   
Date | 6/5/2019 1:34:41 AM   Msg | [ENCOUNTER] You successfully caught Dwebble!   
Date | 6/5/2019 1:33:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:32:03 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 99sec   
Date | 6/5/2019 1:32:03 AM   Msg | [ENCOUNTER] You successfully caught Pawniard!   
Date | 6/5/2019 1:30:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:28:56 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 6/5/2019 1:28:56 AM   Msg | [ENCOUNTER] You successfully caught Druddigon!   
Date | 6/5/2019 1:27:22 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:25:57 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 56sec   
Date | 6/5/2019 1:25:57 AM   Msg | [ENCOUNTER] You successfully caught Whiscash!   
Date | 6/5/2019 1:25:00 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:24:36 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 1:24:36 AM   Msg | [ENCOUNTER] You successfully caught Zebstrika!   
Date | 6/5/2019 1:23:14 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:22:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 127sec   
Date | 6/5/2019 1:22:53 AM   Msg | [ENCOUNTER] You successfully caught Sandygast!   
Date | 6/5/2019 1:20:46 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:19:59 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 14sec   
Date | 6/5/2019 1:19:59 AM   Msg | [ENCOUNTER] You successfully caught Ponyta!   
Date | 6/5/2019 1:19:45 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:19:41 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 30sec   
Date | 6/5/2019 1:19:41 AM   Msg | [ENCOUNTER] You successfully caught Dragonite!   
Date | 6/5/2019 1:19:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:17:41 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 116sec   
Date | 6/5/2019 1:17:41 AM   Msg | [ENCOUNTER] You successfully caught Skiddo!   
Date | 6/5/2019 1:15:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:15:20 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 13sec   
Date | 6/5/2019 1:15:20 AM   Msg | [ENCOUNTER] You successfully caught Abra!   
Date | 6/5/2019 1:15:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:14:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 27sec   
